Date,rstar (filtered),g (filtered),z (filtered),output gap (filtered),,All results are output from the Stage 3 model.,,,,,,,,,,,,,Standard Errors,Date,y*,r*,g,,rrgap,,Date,rstar (smoothed),g (smoothed),z (smoothed),output gap (smoothed)
1963-07-01,6.63450798297062,3.07407981986255,-0.0170422623692997,0.4183451950978,,,,,,,,,,,,,,,,1963-07-01,1.80841187043635,1.50564567054962,0.316321779423689,,-3.11430798297062,,1963-07-01,7.43046353724205,3.43647539948238,-0.00522132651456218,-0.154725926588185
1963-10-01,6.34420540610502,2.94297873881562,-0.0236744471495657,0.870553354201888,,,,,,,,,,,,,,,,1963-10-01,1.84489272730462,1.50750625118856,0.313580269111046,,-2.73210540610502,,1963-10-01,7.45344049861307,3.44034822341606,0.00937579942741206,0.246845283690959
1964-01-01,6.74712673808933,3.12049689110397,-0.00485859667439515,1.45851979424947,,,,,,,,,,,,,,,,1964-01-01,1.82917701287557,1.51005763999914,0.310913600655869,,-3.13502673808933,,1964-01-01,7.47975853968537,3.44535934737793,0.024851004668757,0.818045653417357
1964-04-01,6.6744038269137,3.09297420919818,-0.0180292150305746,1.81508528379709,,Signal-to-noise Ratios,,,,Log Likelihood,,,,,,,,,,1964-04-01,1.84272277297676,1.51238125744415,0.308323205784245,,-3.0623038269137,,1964-04-01,7.50389321752408,3.44931540844483,0.040425742459689,1.20099993177757
1964-07-01,6.82602403117875,3.16116573934265,-0.0139586567219454,2.22517214477352,,lambda_g,0.0201816855162671,,,-521.562619713105,,,,,,,,,,1964-07-01,1.84472111529641,1.51519073934469,0.305817398235162,,-3.21392403117875,,1964-07-01,7.530385691512,3.45375316858837,0.0573159984502656,1.57243927001332
1964-10-01,6.54200352816398,3.04250919266333,-0.0412356695135947,2.29198763361092,,lambda_z,0.0344292058163986,,,,,,,,,,,,,1964-10-01,1.88538927547782,1.51827171415346,0.303390609119924,,-2.71160352816398,,1964-10-01,7.55799997595455,3.45794470057114,0.0758608418821471,1.78130849900015
1965-01-01,7.02910448218853,3.24898825233663,-0.000904454893171903,2.84835281291316,,,,,,,,,,,,,,,,1965-01-01,1.86221320555267,1.52170931271716,0.30109353591821,,-2.91880448218853,,1965-01-01,7.58645084351324,3.46315798982795,0.0930314377930017,2.38530683850661
1965-04-01,7.05463112197404,3.26105752961605,-0.001492753220289,3.21160919182387,,,,,,,,,,,,,,,,1965-04-01,1.8780575985823,1.52411300353201,0.298913411247802,,-2.83473112197404,,1965-04-01,7.6067505826568,3.46628485489163,0.106565412447597,2.91025592241851
1965-07-01,7.3886221581355,3.40481642424194,0.0214395054038395,3.72292599198306,,State vector: [y_{t}* y_{t-1}* y_{t-2}* g_{t-1} g_{t-2} z_{t-1} z_{t-2}],,,,,,,,,,,,,,1965-07-01,1.88571238834934,1.52604011282747,0.296864217748213,,-3.1717221581355,,1965-07-01,7.62212134214492,3.46898069444877,0.116103040293593,3.62734897791847
1965-10-01,7.69367864147409,3.53608947101632,0.0424535052529455,4.304672818678,,Initial State Vector,,,,,,,,,,,,,,1965-10-01,1.91543206661338,1.5266522132507,0.294939163220069,,-3.37807864147409,,1965-10-01,7.62707320631682,3.46968644466739,0.119527835126084,4.37578782062144
1966-01-01,8.03967006375825,3.6747406031793,0.0884380877028168,5.03282906072343,,814.534193805652,813.594100506055,812.654007206458,0.940093299597029,0.940093299597029,0,0,,,,,,,,1966-01-01,1.96165831729551,1.52613016470727,0.293117975495739,,-3.31317006375825,,1966-01-01,7.6230839964607,3.46853248996265,0.118035498529346,4.98291039535377
1966-04-01,7.85286012437846,3.57860428007752,0.109643431264607,5.30796698554661,,Initial Covariance Matrix,,,,,,,,,,,,,,1966-04-01,1.97645077131999,1.52517688056945,0.291346904100342,,-2.74566012437846,,1966-04-01,7.61566026554752,3.46583776346092,0.116442490881021,5.02456892100224
1966-07-01,7.88522697179936,3.5804629085191,0.137988665327674,5.37786730539108,,0.740383867981562,0.2,0,0.200138582051359,0.2,0,0,,,,,,,,1966-07-01,1.987755776063,1.52499433052995,0.289635251465561,,-2.24722697179936,,1966-07-01,7.61285157637967,3.46438121459173,0.116785414083667,4.96401359138963
1966-10-01,7.92126070130814,3.5878019746784,0.158142466476439,5.33809545821634,,0.2,0.2,0,0,0,0,0,,,,,,,,1966-10-01,1.99958263065095,1.52488336449505,0.287980735181637,,-2.12126070130814,,1966-10-01,7.61001874298269,3.46288017069963,0.117200469308278,4.83245791459979
1967-01-01,7.88120298254379,3.59842547082612,0.0950981232427931,4.94379430507161,,0,0,0.2,0,0,0,0,,,,,,,,1967-01-01,2.01230928960815,1.52480016344819,0.286379821573977,,-2.87590298254379,,1967-01-01,7.60701365136816,3.46125487882831,0.117712108285962,4.6370816027694
1967-04-01,7.71902228769063,3.5300741984956,0.0808127170226206,4.62837371102546,,0.200138582051359,0,0,0.200138582051359,0.2,0,0,,,,,,,,1967-04-01,2.01961326323715,1.52489042548577,0.284817439816443,,-3.59152228769063,,1967-04-01,7.60510604159681,3.45950729308823,0.119585842864587,4.30552314273598
1967-07-01,7.82280985235236,3.55767204837205,0.124885343922973,4.63155484478898,,0.2,0,0,0.2,0.2,0,0,,,,,,,,1967-07-01,2.03504804997804,1.52540094104076,0.283312459281133,,-3.79780985235236,,1967-07-01,7.60566909693722,3.45862682378272,0.122054016539026,4.20664074795661
1967-10-01,7.8397687215888,3.55156520978899,0.155057905078857,4.68096635578786,,0,0,0,0,0,0.229817648562625,0.2,,,,,,,,1967-10-01,2.05569819782427,1.52563800659729,0.281863339813835,,-3.5174687215888,,1967-10-01,7.60377797384397,3.45724232503159,0.123158607138117,4.26476062151153
1968-01-01,8.14859570482611,3.6606154766839,0.227927017335544,5.10115469586844,,0,0,0,0,0,0.2,0.2,,,,,,,,1968-01-01,2.09388745314412,1.52543019091837,0.280492295891321,,-3.19579570482611,,1968-01-01,7.59774087572983,3.45555781763905,0.120766367393535,4.63694979812226
1968-04-01,8.31310837080198,3.71732517466008,0.269733889190746,5.4827817328727,,,,,,,,,,,,,,,,1968-04-01,2.13220791008404,1.52418899036341,0.279184410719518,,-2.07350837080198,,1968-04-01,7.5835573771414,3.45196407825324,0.114358834132653,4.92773724576966
1968-07-01,8.26955840259735,3.69754870783883,0.268975315629439,5.50628545967822,,,,,,,,,,,,,,,,1968-07-01,2.14005844180603,1.52262408874041,0.277921752356275,,-2.05895840259735,,1968-07-01,7.56652791728024,3.44741858706362,0.107164695671461,4.9054023924773
1968-10-01,8.19962578534761,3.66463554436196,0.270258663295435,5.29990318134969,,,,,,,,,,,,,,,,1968-10-01,2.13830232974447,1.52127815267117,0.276700716985599,,-2.09292578534761,,1968-10-01,7.55053357425629,3.44308089728505,0.100556043065978,4.71460662952211
